chemical_name,cas_number,purity_grades_sold,certifications,primary_hub_id,primary_hub_label,secondary_hubs,sub_industry_tags_provisional,top_customers,customer_count_3yr,last_shipped_date,total_gp_3yr,total_revenue_3yr,transaction_count_3yr,hubspot_deal_count,hubspot_deal_total_usd,kelly_review_status,reviewer_group_status,source_systems,primary_pnum,all_pnums,pmast
"LITHIUM HYDROXIDE, MONOHYDRATE, 98% pure, ACS Reagent, powder,  LiOH.H₂O",LOOKUP_NEEDED,98% | ACS Reagent | Reagent,ACS Reagent | Reagent,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Thermo Fisher Scientific | AEsir Technologies,2,2025-08-29,38498.17,61526.67,5,6,61340.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (6 deals), Invoice 2023, Invoice 2024, Invoice 2025",90278,90278,90278
"SODIUM CHLORIDE, 99.9% pure, NaCl  (Developmental Product for ASEA)",LOOKUP_NEEDED,99.9%,None observed,consumer-industrial,Consumer & Industrial,,PROVISIONAL: Consumer & Industrial,ASEA Global,1,2024-03-19,37733.51,39142.5,17,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2023, Invoice 2024",C3011,C3011,C3011
"THALLIUM (I) CARBONATE, 99.99% pure, -30 mesh, (Thallous Carbonate), Tl₂CO₃",6533-73-9,99.99%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Luxium Solutions,1,2025-01-20,36415.15,41699.57,3,2,200077.35,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023, Invoice 2024, Invoice 2025",16533,16533,16533
"BISMUTH (III) OXIDE, 99.9% pure, -325 mesh, (Bismuth Trioxide), Bi₂O₃",LOOKUP_NEEDED,99.9%,None observed,aerospace-defense,Aerospace & Defense,Unclassified | Advanced Manufacturing | Consumer & Industrial,PROVISIONAL: Aerospace & Defense; Unclassified; Advanced Manufacturing; Consumer & Industrial,"Pyrotechnique by Grucci, Inc. | Univar Solutions USA, Inc. | ENGI-Mat",9,2025-09-03,35938.03,112505.25,25,12,99150.91,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (12 deals), Invoice 2024, Invoice 2025",18446,18446,18446
"CADMIUM OXIDE SLURRY, 50% w/w in water, special for Boeing Boeing Part Number F0004595 CdO",LOOKUP_NEEDED,50%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,Cascade Columbia Distribution,1,2025-11-21,35882.72,56700.0,14,8,30060.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (8 deals), Invoice 2023, Invoice 2024, Invoice 2025",C2213,C2213,C2213
"SURROGATE WASTE FEED, Cluster 5 DFHLW Feed for VSL 2025",LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2025-06-12,35653.34,49735.22,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3107,C3107,C3107
"COBALT (II) CHLORIDE, HEXAHYDRATE, ACS Reagent, crystal,  (Cobaltous Chloride, Hexahydrate; Cobalt  _x000D_
Dichloride, Hexahydrate),  CoCl₂.6H₂O",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,advanced-manufacturing,Advanced Manufacturing,Life Sciences & Pharma | Unclassified,PROVISIONAL: Advanced Manufacturing; Life Sciences & Pharma; Unclassified,"Calumet Refining, LLC | Nutrisol LLC | Thermo Fisher Scientific",7,2025-10-23,35338.23,87432.34,12,6,62121.55,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (6 deals), Invoice 2024, Invoice 2025",11254,11254,11254
"PHOSPHOTUNGSTIC ACID, HYDRATE, Reagent, crystal, (Tungstophosphoric Acid, Hydrate), H₃PO₄.12WO₃.xH₂O",12067-99-1,Reagent,Reagent,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,Dixie Chemical Company,1,2025-07-30,34277.98,87646.0,3,3,71891.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2023, Invoice 2025",11513,11513,11513
"BARIUM HYDROXIDE, OCTAHYDRATE, 96% pure, -40 mesh,  Ba(OH)₂.8H₂O",LOOKUP_NEEDED,96%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,"Corechem, Inc. | STRUK  Auto Trsansporte | Blue Grass Chemical",4,2025-01-31,34089.04,41604.5,6,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2023, Invoice 2024, Invoice 2025",16823,16823,16823
"TITANIUM (IV) OXIDE, ANATASE, 99.9% pure, < 5 microns average, Praxair PS 064006-RM, Revision 1001,  (Titanium Dioxide), TiO₂",LOOKUP_NEEDED,99.9%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,Linde Advanced Material,1,2025-05-01,33428.9,79270.0,3,4,37550.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (4 deals), Invoice 2023, Invoice 2024, Invoice 2025",C2869,C2869,C2869
"STRONTIUM NITRATE, 99% pure, -35 mesh,  Sr(NO₃)₂",LOOKUP_NEEDED,99%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,"Mecano Tech, Inc. | CA Botana International, Inc. | METSS Corporation",5,2025-12-02,33322.67,155765.68,19,9,247494.84,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (9 deals), Invoice 2023, Invoice 2024, Invoice 2025",16143,16143,16143
"CHROMIUM (III) CHLORIDE, HEXAHYDRATE, USP, crystal, (Chromic Chloride, Hexahydrate), CrCl₃.6H₂O",LOOKUP_NEEDED,USP,USP,life-sciences-pharma,Life Sciences & Pharma,Unclassified | Advanced Manufacturing,PROVISIONAL: Life Sciences & Pharma; Unclassified; Advanced Manufacturing,"Contract Pharmacal Corporation | IXOM | Entegris, Inc.",7,2025-09-17,32802.63,66567.51,26,13,40172.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (13 deals), Invoice 2023, Invoice 2024, Invoice 2025",11271,11271,11271
"SURROGATE WASTE FEED, Melter Feed 23Tuning-3L Adjusted for Olivine for VSL",LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2024-01-05,32703.3,48000.04,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,C3060,C3060,C3060
"MANGANESE (IV) OXIDE, 99.9% pure, -325 mesh , < 3 microns average (by Microtrac), (Manganese Dioxide), MnO₂",LOOKUP_NEEDED,99.9%,None observed,advanced-manufacturing,Advanced Manufacturing,Life Sciences & Pharma | Unclassified,PROVISIONAL: Advanced Manufacturing; Life Sciences & Pharma; Unclassified,Riverside Chemical Company | Aldrich Chemical Co. LLC | NEI Corporation,8,2025-11-06,32397.74,85800.25,17,10,58572.78,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (10 deals), Invoice 2023, Invoice 2024, Invoice 2025",16783,16783,16783
"MERCURY AMMONIUM CHLORIDE, USP, powder, (Ammoniated Mercury), NH₂HgCl",LOOKUP_NEEDED,USP,USP,unclassified,Unclassified,,PROVISIONAL: Unclassified,E. W. Abrahams & Sons Ltd.,1,2025-09-15,31484.42,108106.79,5,3,37732.24,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2023, Invoice 2024, Invoice 2025",11587,11587,11587
"ZIRCONIUM HYDROXIDE, HYDRATE, 99% pure, -50 mesh, Zr(OH)₄.xH₂O",14475-63-9,99%,None observed,aerospace-defense,Aerospace & Defense,Unclassified,PROVISIONAL: Aerospace & Defense; Unclassified,"Catholic University of America | Posco Future M Co., LTD | Timilon Corporation",3,2025-09-18,30357.19,79170.0,7,4,63741.6,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (4 deals), Invoice 2023, Invoice 2024, Invoice 2025",16872,16872,16872
"SURROGATE WASTE FEED, Cluster 3 DFHLW Feed for VSL",LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2025-05-27,30032.52,39967.8,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3095,C3095,C3095
"SURROGATE WASTE FEED, Melter Feed 23Tuning-3 REVISED for VSL",LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2024-05-13,29529.46,37403.84,2,1,22310.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023, Invoice 2024",C3053,C3053,C3053
"POTASSIUM HYDROXIDE, 99.9% pure, flake, KOH",1310-58-3,99.9%,None observed,unclassified,Unclassified,Advanced Manufacturing,PROVISIONAL: Unclassified; Advanced Manufacturing,Standard Meat Company | KL Coating | ExPost Technology,5,2025-08-06,29393.63,36409.29,23,8,24591.4,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (8 deals), Invoice 2023, Invoice 2024, Invoice 2025",90415,90415,90415
"MOLYBDENUM (IV) SULFIDE, 99% pure, 4-10 microns by Fisher, 284 gm (10oz) bottles, AMS-M-7866, (Molybdenum Disulfide), MoS₂",LOOKUP_NEEDED,99%,AMS-Spec,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,SAIC | ASRC Federal,2,2025-10-16,29201.87,46749.19,12,8,41851.18,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (8 deals), Invoice 2023, Invoice 2024, Invoice 2025",17360,17360,17360
"TIN (II) FLUORIDE,  USP, -6 mesh, (Stannous Fluoride), SnF₂",LOOKUP_NEEDED,USP,USP,life-sciences-pharma,Life Sciences & Pharma,Unclassified,PROVISIONAL: Life Sciences & Pharma; Unclassified,Thermo Fisher (Kandel) GmbH | LSNE Contract Manufacturing | Sun Pharmaceutical Industries,4,2025-06-25,27878.33,81860.02,9,7,55173.67,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (7 deals), Invoice 2023, Invoice 2024, Invoice 2025",14870,14870,14870
"THALLIUM METAL, 99.99% pure (in water), granular, Tl",LOOKUP_NEEDED,99.99%,None observed,life-sciences-pharma,Life Sciences & Pharma,Energy & Nuclear | Advanced Manufacturing,PROVISIONAL: Life Sciences & Pharma; Energy & Nuclear; Advanced Manufacturing,Lawrence Livermore National Laboratory | Thermo Fisher Scientific | High Purity Standards,5,2025-07-25,27173.79,34994.6,14,13,38674.8,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (13 deals), Invoice 2023, Invoice 2024, Invoice 2025",11408,11408,11408
"SURROGATE WASTE, Batch #1 SWARM Supernatant for Battelle (20",LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Battelle Pacific N. W. Labs,1,2025-02-12,26957.89,31234.28,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3084,C3084,C3084
"SULFUR, POWDER, MIL-S-487B dated 29 JUN 1967, Amendment 2 dated 19 JUN 1986, Notice 1 dated 24 OCT 1991, Grade E, S",LOOKUP_NEEDED,Unknown,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,"Defense Finance and Accounting Service | Lyten, Inc",2,2025-03-18,26626.14,40398.5,3,3,39008.85,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2024, Invoice 2025",11452,11452,11452
"NICKEL (II) NITRATE, HEXAHYDRATE, 99.5% pure, -4 mesh, (Nickelous Nitrate, Hexahydrate), Ni(NO₃)₂.6H₂O",LOOKUP_NEEDED,99.5%,None observed,aerospace-defense,Aerospace & Defense,Unclassified,PROVISIONAL: Aerospace & Defense; Unclassified,Austin Star Detonator Company | ENGI-Mat | Serveca Inc.,3,2025-11-17,25123.31,105084.13,16,3,95493.26,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2023, Invoice 2024, Invoice 2025",12377,12377|Temp. Prod.,12377
"CALCIUM NITRATE, TETRAHYDRATE, 99.5% pure, -10 mesh,  Ca(NO₃)₂.4H₂O",13477-34-4,99.5%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,Nanogence SA,1,2023-12-01,25042.0,101460.0,1,2,109132.08,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023",11726,11726,11726
"SODIUM BOROHYDRIDE, 98% pure, powder, (Sodium Tetrahydridoborate), NaBH₄",16940-66-2,98%,None observed,advanced-manufacturing,Advanced Manufacturing,Life Sciences & Pharma,PROVISIONAL: Advanced Manufacturing; Life Sciences & Pharma,"Pennakem | Minasolve LLC | Proton Energy Systems, Inc.",5,2025-12-09,24765.65,96954.78,10,3,9774.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2024, Invoice 2025",90156,90156,90156
"SODIUM MOLYBDATE, DIHYDRATE, FCC, crystal, (Molybdic Acid, Sodium Salt, Sodium Molybdenum Oxide), Na₂MoO₄.2H₂O",10102-40-6,FCC,FCC,life-sciences-pharma,Life Sciences & Pharma,Unclassified,PROVISIONAL: Life Sciences & Pharma; Unclassified,"Glanbia Nutritionals (NA), Inc | Nutrisol LLC | Canton Chem, Inc.",6,2025-12-09,24646.78,88008.54,21,13,71614.68,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (13 deals), Invoice 2023, Invoice 2024, Invoice 2025",11238,11238,11238
"MAGNESIUM ACETATE, TETRAHYDRATE, 50% SOLUTION,  Developmental for BASF, (BASF Article No. 50691074), Mg(OOCCH₃)₂.4H₂O",LOOKUP_NEEDED,50%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,BASF Corporation (Cincinnati),1,2025-11-06,24400.82,69991.3,20,10,36129.7,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (10 deals), Invoice 2023, Invoice 2024, Invoice 2025",C2922,C2922,C2922
"THALLIUM (I) ACETATE, 99% pure, crystalline powder, (Thallous Acetate),  TlOOCCH₃",LOOKUP_NEEDED,99%,None observed,life-sciences-pharma,Life Sciences & Pharma,Unclassified,PROVISIONAL: Life Sciences & Pharma; Unclassified,Acros Organics B.V. | DC Fine Chemicals,2,2025-08-13,23380.74,27945.16,10,4,20800.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (4 deals), Invoice 2023, Invoice 2024, Invoice 2025",16098,16098,16098
"MANGANESE (II) OXIDE, 99.5% pure, -325 mesh, (Manganese Monoxide; Manganous Oxide), MnO",1344-43-0,99.5%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,"Ortoquimicos S.A. de C.V. | Nexceris, LLC",2,2025-10-02,23217.45,104288.97,10,3,74090.33,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2023, Invoice 2024, Invoice 2025",14875,14875,14875
"SELENIUM (IV) SULFIDE, 99% pure, -60 mesh, (Selenium Disulfide), SeS₂",LOOKUP_NEEDED,99%,None observed,advanced-manufacturing,Advanced Manufacturing,Life Sciences & Pharma,PROVISIONAL: Advanced Manufacturing; Life Sciences & Pharma,"Neutraderm, Inc. | Thermo Fisher Scientific",2,2025-01-15,22393.52,26013.05,4,2,13053.16,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023, Invoice 2024, Invoice 2025",13289,13289,13289
"SODIUM TARTRATE, DIHYDRATE, ACS Reagent, -20 mesh, (Tartaric Acid-L, Sodium Salt, Dihydrate), NaO₂CCH(OH)CH(OH)CO₂Na.2H₂O",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,HACH Company,1,2025-10-29,22388.67,38444.0,17,11,31736.2,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (11 deals), Invoice 2023, Invoice 2024, Invoice 2025",90255,90255,90255
"NEODYMIUM OXIDE, 99.5% pure, -325 mesh,  Nd₂O₃",LOOKUP_NEEDED,99.5%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2025-07-23,21599.86,32608.5,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3139,C3139,C3139
"MERCURY (II) NITRATE, 6.15% SOLUTION, 99% pure, 3.8% Hg, for B3 Systems",LOOKUP_NEEDED,3.8% | 6.15% | 99%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,"B3 Systems, Inc.",1,2025-08-18,21177.3,24180.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3138,C3138,C3138
"STRONTIUM NITRATE, 99% pure, -35 mesh, (Special for Linde), Sr(NO₃)₂",LOOKUP_NEEDED,99%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,Linde Advanced Material,1,2025-05-20,21075.6,30056.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3114,C3114,C3114
"SODIUM METAVANADATE, 99.5% pure, -100 mesh, (Sodium Vanadium Oxide), NaVO₃",LOOKUP_NEEDED,99.5%,None observed,life-sciences-pharma,Life Sciences & Pharma,Unclassified,PROVISIONAL: Life Sciences & Pharma; Unclassified,Nutrisol LLC | MP Biomedicals LLC | Nutrabiotics S.A.S,4,2024-09-24,20754.08,23608.75,6,2,20965.92,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023, Invoice 2024",12686,12686,12686
C3067,LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,0014220,1,2024-04-01,20697.39,36309.0,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,C3067,C3067,C3067
"BORON, ELEMENTAL, AMORPHOUS, 95-97% pure, <1 micron average,  B",LOOKUP_NEEDED,97%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,"Technical Ordnance, Inc. | Stevens Tech., Inc. | Linde Advanced Material",3,2025-12-03,20556.57,73300.32,11,4,31196.69,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (4 deals), Invoice 2023, Invoice 2024, Invoice 2025",16599,16599,16599
"POTASSIUM PHOSPHATE MONOBASIC, ACS Reagent, powder, (Potassium Dihydrogen Phosphate, Monopotassium Hydrogen Phosphate), KH₂PO₄",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,life-sciences-pharma,Life Sciences & Pharma,Advanced Manufacturing,PROVISIONAL: Life Sciences & Pharma; Advanced Manufacturing,Verily Life Sciences | World Bioproducts LLC | Google,8,2025-12-08,20510.19,47884.94,43,11,47140.83,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (11 deals), Invoice 2023, Invoice 2024, Invoice 2025",18104,18104,18104
"CHROMIUM (VI) OXIDE, 7 Molar solution, 25.26% Cr, CrO₃",LOOKUP_NEEDED,25.26%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,"B3 Systems, Inc.",1,2025-04-28,19830.24,34423.48,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C2987,C2987,C2987
"AMMONIUM OXALATE, MONOHYDRATE, ACS Reagent, crystal (Ethanedioic Acid Diammonium Salt, Monohydrate)(NH₄)₂C₂O₄.H₂O",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,MacDermid de Mexico S.A.de C.V,1,2025-02-24,19496.7,34000.0,3,2,34000.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023, Invoice 2025",14713,14713,14713
"THALLIUM (I) SULFATE, POWDER, 99.5% pure, crystalline, (Thallous Sulfate), Tl₂SO₄",LOOKUP_NEEDED,99.5%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,"Strem Chemicals, Inc.",1,2025-08-19,19425.18,21459.5,2,1,12518.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",11154,11154,11154
"AMMONIUM CHLORIDE, ACS Reagent, crystal, NH₄Cl",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,life-sciences-pharma,Life Sciences & Pharma,Advanced Manufacturing | Unclassified,PROVISIONAL: Life Sciences & Pharma; Advanced Manufacturing; Unclassified,Verily Life Sciences | Google | Hitemco,5,2025-11-06,19358.76,25722.5,15,5,5530.2,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (5 deals), Invoice 2023, Invoice 2024, Invoice 2025",14925,14925,14925
"LEAD (IV) OXIDE, 99% pure, -100 mesh, (Lead Peroxide; Lead Dioxide), PbO₂",LOOKUP_NEEDED,99%,None observed,unclassified,Unclassified,Advanced Manufacturing,PROVISIONAL: Unclassified; Advanced Manufacturing,"Materion Advanced Materials | South Coast Products | Sentury Reagents, Inc.",4,2025-08-14,19138.5,112643.58,12,3,28459.5,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2023, Invoice 2024, Invoice 2025",14173,14173,14173
"MAGNESIUM BROMIDE, HEXAHYDRATE, 98% pure, crystalline, MgBr2.6H2O",LOOKUP_NEEDED,98%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Pall Corporation | Thermo Fisher Scientific,2,2025-12-02,19098.39,19804.23,11,6,12422.82,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (6 deals), Invoice 2024, Invoice 2025",11321,11321,11321
ASHWAGANDHA ROOT EXT 5.5% WITH ANOLIDES (KSM66) VEGAN,LOOKUP_NEEDED,5.5%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,American Nutritional Corp.,1,2025-01-23,18920.0,60617.0,6,1,14042.5,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023, Invoice 2024",11451,11451,11451
"SURROGATE WASTE FEED, UK23-SIXEP25 Feed for VSL",LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2023-08-18,18833.25,23942.54,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,C3050,C3050,C3050
"STRONTIUM ACETATE, HEMIHYDRATE, BASF Specification No. GPS-1506, Rev. 5; (Part Number 500073-005, Article Number 56709775), Sr(OOCCH₃)₂.1/2H₂O",LOOKUP_NEEDED,Unknown,BASF Spec,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,BASF Mobile Emissions Catalyst | BASF Catalysts South,2,2025-11-10,18780.89,60208.0,19,18,17808.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (18 deals), Invoice 2023, Invoice 2024, Invoice 2025",C2640,C2640,C2640
"SILICON CARBIDE, BETA, 99.995% pure, -325 mesh,  SiC",LOOKUP_NEEDED,99.995%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,"Linde Advanced Material | Entegris, Inc.",2,2024-05-20,18737.1,22006.4,5,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2023, Invoice 2024",17704,17704,17704
"SILICON (IV) NITRIDE, w/2% MAGNESIUM OXIDE, 99.9% pure,  < 10 mu avg, (Tosoh Part Number P012-14-008-30), Si₃N₄/2% MgO",LOOKUP_NEEDED,2% | 99.9%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Tosoh SMD, Inc.",1,2025-12-10,18717.96,36935.58,4,4,26400.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (4 deals), Invoice 2023, Invoice 2025",C2587,C2587,C2587
"TETRACHLOROETHYLENE, (Perchloroethylene, EthyleneTetrachloride), Cl₂CCCl₂",LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Franklin Engineering Group Inc.,1,2025-09-22,18033.86,35080.19,5,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,90838,90838,90838
"IRON (III) OXIDE, ANHYDROUS, 99.9% pure, -325 mesh, < 3 microns average, (Ferric Oxide, Anhydrous),Fe₂O₃",LOOKUP_NEEDED,99.9%,Anhydrous,advanced-manufacturing,Advanced Manufacturing,Unclassified | Life Sciences & Pharma,PROVISIONAL: Advanced Manufacturing; Unclassified; Life Sciences & Pharma,The Dow Chemical Company | CTS Corporation | MSC Industrial Supply (NY(,9,2025-10-10,18015.15,46261.39,19,8,59363.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (8 deals), Invoice 2023, Invoice 2024, Invoice 2025",15274,15274,15274
"LEAD (II) OXIDE, 99.9% pure, -325 mesh, < 5 microns average, (Lead Monoxide), PbO",LOOKUP_NEEDED,99.9%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"TD*X Associates, LP | Eastman Chemical Company | ESS",9,2025-01-14,17718.08,40704.47,13,6,46506.35,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (6 deals), Invoice 2023, Invoice 2024, Invoice 2025",14954,14954,14954
"HYDROXYLAMINE SOLUTION, 50% in water, H₃NO",7803-49-8,50%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,"Cambrex Charles City, Inc.",1,2025-07-07,17700.0,34000.0,2,3,108800.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2025",12595,12595,12595
"BARIUM SULFATE, 99% pure, -325 mesh, BaSO₄",LOOKUP_NEEDED,99%,None observed,unclassified,Unclassified,Life Sciences & Pharma,PROVISIONAL: Unclassified; Life Sciences & Pharma,"Nugreen Metals, LLC | Merit Medical Systems Inc. | Catalytic Combustion Corp",4,2025-08-01,17030.58,35664.55,6,3,6137.81,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2023, Invoice 2024, Invoice 2025",11264,11264,11264
